customer_id,region,energy_consumption_kwh,peak_hours_usage,off_peak_usage,renewable_energy_pct,billing_amount,household_size,temperature_avg,income_bracket,smart_meter_installed,time_of_day_pricing,annual_energy_trend,solar_panel,target_high_usage
152,East,462.33,695.56,393.56,83.66,237.67,3,-4.09,Low,True,False,8.17,False,False
153,North,1381.47,768.07,598.63,71.59,459.71,1,38.02,Medium,True,True,9.95,True,True
154,East,1188.52,247.68,666.76,64.0,292.3,2,14.1,Medium,True,False,4.13,False,True
155,North,1079.32,452.75,400.05,22.79,209.18,1,-5.33,Medium,False,True,8.77,False,True
156,South,591.26,576.39,654.5,85.28,373.52,3,0.77,Low,True,True,9.23,False,False
157,East,439.26,273.23,521.35,74.97,328.85,6,25.19,Low,True,False,3.05,True,False
158,South,1183.39,520.33,221.96,51.73,187.88,5,-5.93,Low,True,True,-3.26,True,True
159,North,816.41,280.31,653.47,51.16,184.07,1,11.65,High,True,True,2.53,True,False
160,West,493.53,333.42,483.84,56.92,228.03,6,11.38,High,False,False,2.26,False,False
161,East,1001.61,409.06,319.16,82.83,82.23,5,24.28,Low,False,True,3.22,False,True
162,North,252.43,470.43,492.16,74.23,474.18,1,-0.03,Low,True,False,0.29,True,False
163,West,624.02,414.56,310.85,85.62,132.36,1,39.19,Low,True,False,5.03,False,False
164,West,809.12,445.24,124.22,50.73,137.22,4,-2.24,Low,False,False,1.97,True,False
165,South,392.35,309.01,517.34,62.46,341.17,7,19.92,High,True,True,3.57,False,False
166,North,1480.05,211.28,585.66,85.46,375.91,7,6.41,High,True,False,-0.47,False,True
167,West,471.83,133.14,523.72,23.23,381.58,7,-3.36,Low,False,True,1.6,False,False
168,East,369.46,237.19,198.92,44.4,218.78,5,16.94,Low,True,False,5.7,True,False
169,East,464.6,507.36,671.81,62.07,443.0,6,-1.52,Medium,False,False,-3.39,False,False
170,South,1199.78,650.28,66.42,91.51,294.8,5,23.99,Medium,True,False,7.02,True,True
171,West,753.16,218.47,266.25,1.58,247.36,1,-8.38,Low,True,True,1.35,False,False
172,North,935.04,175.99,219.06,21.26,414.67,3,15.52,Medium,True,False,9.63,True,False
173,East,227.31,624.5,81.28,23.45,159.6,3,0.95,Low,True,True,2.97,True,False
174,West,244.76,313.61,313.72,32.66,437.08,5,37.5,Medium,True,True,-4.15,False,False
175,West,779.57,766.05,455.02,28.18,292.47,4,25.53,Low,True,True,2.67,True,False
176,South,1261.65,600.02,623.66,59.01,455.03,4,27.76,Low,False,False,2.94,True,True
177,East,1350.81,328.73,693.3,88.56,140.73,3,25.27,Low,True,True,5.0,True,True
178,East,312.72,302.68,575.26,63.7,471.23,4,23.29,Medium,True,True,-2.53,False,False
179,North,899.87,466.59,354.64,24.15,359.54,1,-3.1,Low,True,True,2.15,False,False
180,East,1387.2,155.4,520.41,86.38,328.25,7,39.87,Medium,False,False,0.81,True,True
181,North,704.36,182.37,598.36,63.2,239.93,1,22.87,Medium,True,True,8.76,False,False
182,East,1278.44,223.1,352.45,21.9,480.34,5,34.87,Medium,False,True,-0.56,False,True
183,South,373.8,642.31,560.29,36.17,249.76,6,15.19,Low,True,True,-4.73,True,False
184,East,1416.01,459.7,363.72,79.0,274.34,7,4.3,High,True,True,2.46,False,True
185,North,1176.85,107.4,301.22,73.89,401.67,2,11.86,Low,True,True,9.44,True,True
186,North,1423.73,571.46,391.96,57.66,178.18,3,9.96,High,True,False,4.64,False,True
187,South,1079.6,396.58,489.31,14.48,181.17,7,-9.2,Low,True,True,4.01,True,True
188,East,672.43,457.6,522.47,80.33,398.88,3,23.75,Medium,True,False,7.48,True,False
189,East,1419.64,249.88,281.88,30.75,107.86,2,26.88,Medium,True,False,-2.67,False,True
190,South,558.24,486.25,421.36,77.16,420.33,4,-7.95,Medium,True,True,0.31,False,False
191,East,631.82,785.41,641.42,64.76,331.33,7,2.3,Medium,True,True,-1.88,False,False
192,East,1111.05,151.41,684.6,26.42,292.59,1,23.22,Low,True,True,0.76,False,True
193,North,1194.91,298.74,197.71,21.24,153.1,1,6.09,Medium,True,False,-4.16,True,True
194,East,1408.22,270.1,175.34,13.09,403.87,3,36.69,Low,True,True,1.16,False,True
195,East,466.24,273.98,489.85,24.19,412.23,7,-4.37,High,True,True,-2.78,True,False
196,South,1237.4,365.09,319.54,15.78,267.32,3,36.4,Low,True,True,4.31,False,True
197,South,1160.11,672.68,65.74,61.71,225.13,4,35.7,Medium,False,False,2.21,True,True
198,West,282.93,739.0,275.46,59.88,160.77,7,37.79,Medium,False,True,5.01,False,False
199,North,703.39,241.55,574.38,58.62,389.41,4,-6.14,Low,True,False,1.62,True,False
200,East,567.6,480.06,568.33,64.19,337.75,7,3.62,Low,True,True,4.39,False,False
201,East,595.84,545.83,371.55,81.48,142.98,3,2.57,High,True,True,-3.5,True,False
202,West,1477.83,465.28,357.18,91.36,407.51,4,34.26,High,True,False,-2.53,False,True
203,East,1035.61,403.85,426.68,23.04,446.99,2,30.36,Low,True,False,9.51,True,True
204,North,1132.98,234.38,192.61,58.78,76.66,1,-2.06,Low,True,False,7.6,True,True
205,West,1469.6,441.75,391.93,7.83,397.59,3,-2.93,Low,True,True,3.38,False,True
206,North,690.36,380.85,57.18,12.01,433.76,2,13.71,Medium,True,True,9.98,False,False
207,West,1242.39,656.89,359.11,65.43,496.18,2,-1.33,Medium,True,False,-4.46,True,True
208,West,764.89,634.52,268.43,48.66,156.92,7,13.8,Medium,False,True,9.67,False,False
209,South,1330.39,193.8,488.67,75.83,216.95,6,32.23,Low,True,True,-4.1,True,True
210,North,434.85,161.96,464.93,42.57,484.79,5,15.0,Low,False,True,4.64,True,False
211,East,1431.99,735.71,297.54,12.76,92.31,3,26.22,Medium,True,True,3.75,True,True
212,East,484.4,474.86,54.73,87.21,285.67,7,2.5,Low,True,True,8.13,False,False
213,North,624.09,700.46,213.98,8.29,278.04,5,3.29,Low,True,False,3.76,False,False
214,East,1183.05,140.71,461.68,18.9,322.95,2,19.69,Medium,True,False,-1.69,True,True
215,East,711.88,468.56,97.04,27.7,198.86,3,32.62,Medium,True,False,-1.77,False,False
216,North,990.67,477.6,119.97,99.53,466.66,5,16.56,Medium,True,True,6.01,True,False
217,West,777.95,702.49,470.57,41.69,171.53,1,-0.09,Low,False,True,7.51,True,False
218,North,1165.08,168.33,541.25,50.17,342.36,3,0.89,High,True,True,2.29,True,True
219,West,496.83,268.31,259.01,76.97,273.17,5,20.85,High,True,False,7.1,False,False
220,East,276.0,384.58,368.29,63.64,170.0,4,-4.83,Medium,False,False,-2.65,True,False
221,East,589.91,706.09,664.71,84.14,134.98,3,-6.73,Low,False,False,2.98,False,False
222,East,816.6,757.22,664.6,48.64,480.45,6,-4.86,Low,True,True,2.17,False,False
223,South,418.43,794.91,249.88,97.22,302.58,7,9.62,Low,True,True,7.44,False,False
224,West,661.24,771.44,576.49,79.68,321.89,4,7.72,Low,True,True,8.79,False,False
225,South,719.98,104.16,436.06,40.14,402.3,3,-9.89,High,True,False,-3.3,False,False
226,South,274.61,133.4,684.06,38.13,86.55,5,-1.92,High,True,True,3.74,False,False
227,North,958.3,203.32,360.45,92.95,371.19,5,7.38,Medium,False,True,1.24,False,False
228,South,1349.65,344.2,553.56,68.44,124.31,6,11.5,High,True,True,2.15,False,True
229,North,397.27,680.94,549.29,62.14,383.22,3,10.11,Medium,True,True,7.51,False,False
230,North,977.15,724.86,373.33,75.78,113.6,2,5.98,Medium,True,True,5.06,True,False
231,South,1064.16,230.78,567.16,56.08,424.62,5,30.6,Low,True,True,2.62,False,True
232,West,745.14,533.76,219.68,15.92,356.46,6,10.8,Low,False,False,3.43,False,False
233,West,1111.43,742.15,129.46,31.92,223.65,3,22.22,Medium,True,True,7.82,False,True
234,West,733.95,424.61,326.36,55.79,211.48,3,31.62,Low,True,True,7.56,True,False
235,West,856.03,172.48,663.36,1.82,117.03,7,32.69,Low,False,False,0.13,False,False
236,West,209.56,420.47,375.48,43.74,456.82,1,32.85,Low,True,True,-3.3,False,False
237,South,1099.24,363.06,462.92,75.58,103.34,4,14.73,Low,False,True,-2.65,True,True
238,South,1059.75,504.36,455.71,16.42,262.43,1,23.07,Low,False,True,-0.16,True,True
239,East,249.92,407.06,136.17,6.46,156.43,4,5.73,Low,False,True,9.48,True,False
240,West,678.73,112.14,303.69,83.6,498.35,4,33.09,Medium,True,True,8.98,True,False
241,South,1472.74,795.8,509.51,61.73,313.63,7,0.67,Medium,False,True,8.52,False,True
242,East,746.96,480.48,681.79,17.66,117.31,1,29.39,Medium,False,True,3.46,False,False
243,West,852.53,431.54,159.21,80.63,350.4,6,13.49,High,False,True,2.47,False,False
244,North,1382.91,768.23,316.79,65.81,496.22,2,4.94,Low,True,False,-1.27,True,True
245,East,1132.44,209.1,111.81,33.41,322.27,3,8.98,High,True,True,5.18,True,True
246,South,956.69,232.47,207.54,37.62,255.82,5,19.41,Low,False,False,8.21,False,False
247,North,1237.15,665.61,294.89,15.59,181.97,3,36.5,Low,True,False,7.61,False,True
248,North,1323.68,282.58,401.42,83.53,91.46,6,-5.12,Medium,True,False,6.41,True,True
249,North,793.95,659.46,199.87,50.9,152.71,6,35.97,Medium,True,True,-1.34,True,False
250,East,817.64,290.07,197.92,55.7,299.13,1,30.79,Low,True,True,3.64,True,False
251,South,701.87,123.23,555.59,88.35,389.2,2,19.37,Medium,False,True,-1.63,False,False
252,North,1456.72,461.91,675.72,1.58,445.07,5,-3.48,Low,True,True,7.06,False,True
253,West,1106.32,237.68,260.35,6.69,407.17,5,30.62,High,False,False,8.83,True,True
254,North,308.19,630.49,497.19,16.16,106.46,6,24.53,High,True,True,9.07,False,False
255,North,1321.85,548.84,217.75,3.0,398.06,2,14.87,Low,True,True,8.8,False,True
256,East,824.73,746.52,653.17,65.82,311.72,7,34.29,Medium,True,True,-0.73,False,False
257,East,289.38,648.09,487.39,63.39,261.1,5,23.22,High,True,False,-1.85,False,False
258,South,914.63,226.54,571.74,21.08,307.74,7,4.43,High,False,True,-3.76,False,False
259,West,742.31,660.11,82.08,14.94,53.63,5,-7.82,Medium,False,False,6.24,True,False
260,East,1341.07,549.22,439.03,14.57,80.48,2,27.97,Medium,False,True,9.43,True,True
261,North,465.19,568.27,392.95,95.32,286.63,1,2.77,Low,True,False,-3.22,False,False
262,South,1274.4,682.58,240.45,69.35,128.13,7,4.03,High,True,True,2.16,True,True
263,North,925.0,501.68,220.58,58.54,295.49,1,12.49,Low,True,True,-0.9,True,False
264,North,270.99,426.2,427.02,32.25,209.4,6,27.5,Medium,False,False,5.94,False,False
265,East,1463.4,545.65,509.22,43.3,458.34,7,36.22,Low,True,True,7.97,False,True
266,South,866.4,308.57,71.56,8.94,477.36,5,0.81,Low,True,False,0.26,False,False
267,West,578.14,227.82,418.81,99.82,490.9,1,34.1,Low,False,True,5.26,False,False
268,West,810.23,531.61,160.8,75.51,454.52,1,20.22,Low,True,False,0.98,True,False
269,East,1315.22,263.69,141.24,62.15,493.65,5,32.78,Medium,False,True,9.23,True,True
270,East,596.37,155.94,455.03,58.78,367.77,5,32.41,High,False,False,-4.97,False,False
271,South,450.48,100.39,252.07,50.43,482.24,6,9.62,Medium,True,True,6.53,False,False
272,West,367.79,525.82,336.57,25.74,338.81,6,23.91,Medium,False,False,-4.35,True,False
273,West,587.22,353.5,284.0,22.64,414.15,7,37.33,Medium,True,False,5.87,False,False
274,West,1214.06,626.62,471.42,54.95,109.36,1,23.62,Medium,False,True,9.25,False,True
275,North,813.11,362.62,355.58,7.02,357.17,6,12.91,Medium,True,True,8.28,False,False
276,West,495.73,440.2,676.25,7.45,469.0,4,8.6,High,True,False,-3.22,True,False
277,North,416.04,384.96,279.05,56.08,293.02,2,-2.83,Medium,False,True,-3.91,False,False
278,South,632.55,555.4,531.18,91.98,134.07,1,39.94,Medium,True,True,8.79,False,False
279,North,1421.9,349.3,217.24,91.43,287.1,7,22.89,High,True,True,-0.88,False,True
280,South,645.93,774.64,380.69,1.08,368.12,1,3.83,Low,True,True,-2.36,True,False
281,West,1484.56,755.3,409.17,10.74,396.4,4,-6.28,Medium,True,False,-1.5,False,True
282,West,830.8,693.62,263.92,58.31,285.67,3,27.7,Medium,False,False,3.04,True,False
283,South,432.91,744.21,356.66,84.85,147.82,7,32.75,Medium,True,True,-3.98,True,False
284,East,1358.48,414.4,231.53,95.44,467.01,6,11.39,High,True,True,-4.6,True,True
285,South,798.46,475.5,53.9,86.06,398.13,3,37.8,High,True,True,3.8,False,False
286,East,1122.57,619.46,190.17,67.76,171.81,6,6.42,Low,True,True,1.55,True,True
287,North,1478.83,587.3,505.04,20.05,415.32,2,27.8,Medium,False,False,8.49,False,True
288,North,265.23,723.48,551.13,7.26,206.54,5,3.15,Low,True,True,3.38,False,False
289,North,325.7,601.43,232.13,4.75,190.59,1,6.8,Medium,False,True,3.72,False,False
290,West,1136.59,798.52,315.23,61.21,438.38,4,20.27,Medium,False,True,8.78,False,True
291,North,566.37,343.95,74.29,3.62,442.96,7,-8.17,Medium,True,False,-3.58,True,False
292,East,439.59,683.1,204.09,73.92,229.32,5,0.54,Medium,True,True,1.88,False,False
293,North,251.17,588.34,556.49,71.25,54.02,5,-1.18,Medium,False,True,1.04,True,False
294,South,228.4,583.97,443.89,7.96,133.95,3,6.4,Medium,True,False,6.72,False,False
295,South,1206.83,328.08,183.75,90.66,459.18,1,28.87,Low,True,False,1.3,False,True
296,West,374.76,649.92,217.34,52.19,454.44,2,35.38,Medium,True,True,2.26,False,False
297,South,808.04,730.26,580.92,90.44,254.01,4,-9.37,Low,True,False,2.07,True,False
298,East,987.67,252.98,185.9,90.16,186.85,1,2.86,Medium,True,False,6.87,True,False
299,North,756.86,537.85,267.2,19.7,186.24,5,-8.73,Medium,False,True,5.09,False,False
